CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
CUST0175,Female,1,No,Yes,4,No,No,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,98.92,No,395.68
CUST0176,Male,1,Yes,Yes,56,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),77.33,No,4330.48
CUST0177,Male,0,No,No,16,No,Yes,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),85.88,No,1374.08
CUST0178,Male,1,No,No,46,No,Yes,DSL,No,No internet service,Yes,No,No,No,Two year,No,Bank transfer (automatic),45.23,No,2080.58
CUST0179,Male,0,No,Yes,22,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,No,Electronic check,42.02,Yes,924.44
CUST0180,Male,1,No,Yes,13,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.84,No,894.92
CUST0181,Male,1,Yes,Yes,65,No,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,93.76,No,6094.4
CUST0182,Female,1,No,No,50,No,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),72.52,Yes,3626.0
CUST0183,Male,0,No,No,37,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),23.26,No,860.62
CUST0184,Male,0,No,No,63,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),106.86,No,6732.18
CUST0185,Male,1,Yes,Yes,37,No,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),26.47,Yes,979.39
CUST0186,Female,0,No,Yes,49,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Mailed check,115.58,No,5663.42
CUST0187,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),22.51,No,652.79
CUST0188,Male,0,No,No,50,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.45,Yes,4472.5
CUST0189,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,28.22,No,1749.64
CUST0190,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),111.07,Yes,5664.57
CUST0191,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),66.44,No,2458.28
CUST0192,Male,1,Yes,Yes,29,No,No,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),33.75,No,978.75
CUST0193,Male,1,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),54.08,No,2704.0
CUST0194,Male,0,No,Yes,4,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,36.48,No,145.92
CUST0195,Female,1,No,Yes,28,No,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),37.06,No,1037.68
CUST0196,Female,1,Yes,Yes,3,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),114.81,No,344.43
CUST0197,Female,1,Yes,Yes,9,No,Yes,No,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.52,No,580.68
CUST0198,Male,1,No,Yes,55,No,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,98.88,Yes,5438.4
CUST0199,Male,0,No,Yes,16,No,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),83.96,No,1343.36
